"locus","K","theta1","theta2","lambda_min","r_e","rho_true","n_rep","n_gate_pass","n_paramlim_drop","n_reported","gate_rate","mean_rho_hat","se_rho_hat"
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,-0.8,2000,1859,116,1743,0.9295,-0.76626495524957,0.00436231280032359
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,-0.6,2000,1891,13,1878,0.9455,-0.598385322310969,0.00493827657050307
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,-0.4,2000,1883,2,1881,0.9415,-0.41533376791866,0.00523596920343466
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,-0.2,2000,1855,0,1855,0.9275,-0.210617138603774,0.00508673458233806
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,0,2000,1881,0,1881,0.9405,-0.00126818622381712,0.00490039031901213
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,0.2,2000,1866,0,1866,0.933,0.204204830247588,0.00486028123524945
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,0.4,2000,1877,1,1876,0.9385,0.407650520377932,0.00485159686196855
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,0.6,2000,1882,3,1879,0.941,0.613771158653539,0.00449456843650112
97,350,0.269893740346759,0.429412776245936,94.4628091213655,0.11322,0.8,2000,1866,52,1814,0.933,0.796305280044101,0.00387387057998413
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,-0.8,2000,1095,47,1048,0.5475,-0.635898870706107,0.00760036702120102
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,-0.6,2000,1029,11,1018,0.5145,-0.505726760255403,0.00835542051634915
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,-0.4,2000,1042,3,1039,0.521,-0.338410309341675,0.00862229827761382
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,-0.2,2000,1070,2,1068,0.535,-0.167547199164888,0.00867832838082001
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,0,2000,1057,0,1057,0.5285,0.0323500771239357,0.00863070103863428
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,0.2,2000,1064,0,1064,0.532,0.205071658745301,0.00815472462226413
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,0.4,2000,1079,1,1078,0.5395,0.373191117721707,0.00760631226836798
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,0.6,2000,1023,7,1016,0.5115,0.548317946555118,0.00799765739575205
125,333,0.141150281253178,0.337765613825306,47.0030436573084,0.11322,0.8,2000,1089,43,1046,0.5445,0.706936970554493,0.00670827607773999
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,-0.8,2000,1192,52,1140,0.596,-0.678543089561404,0.00694318070570785
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,-0.6,2000,1197,13,1184,0.5985,-0.533354225430743,0.00751210777744475
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,-0.4,2000,1168,1,1167,0.584,-0.341308442994859,0.00796968659510236
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,-0.2,2000,1159,3,1156,0.5795,-0.172716760343166,0.00754668507237659
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,0,2000,1198,0,1198,0.599,0.00521069564440735,0.00748229167252016
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,0.2,2000,1201,0,1201,0.6005,0.187384086486261,0.00725969458512355
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,0.4,2000,1182,0,1182,0.591,0.375959726381557,0.00719600277361468
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,0.6,2000,1164,4,1160,0.582,0.555143750689655,0.00693380059438961
224,387,0.14176228942064,0.339779996183502,54.8620060057877,0.11322,0.8,2000,1161,36,1125,0.5805,0.726977655111111,0.00591317183615064
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,-0.8,2000,1366,23,1343,0.683,-0.731322876396128,0.00514754581309012
