locus,chr,K,p_1,p_2,theta_1,theta_2,slope,intercept,floored,rho_hat,rho_corrected,rho_corrected_unclipped,rho_lower,rho_upper,ci_width,ci_width_corrected
242,2,448,5.4227e-05,1.76483e-06,0.2798501297050532,0.34461540666310686,0.9944959916617575,0.0028176414279135584,False,0.159532,0.15758168950507676,0.15758168950507676,-0.28343,0.5331,0.81653,0.8210490608771741
243,2,289,0.00725343,0.00289133,0.1355535568718897,0.20176097974832435,0.7814729870743778,0.10383848733210269,False,0.456924,0.4518204960477948,0.4518204960477948,-0.21436,1.0,1.21436,1.5539372698552683
244,2,310,0.000259274,8.84382e-05,0.29377341925302053,0.32569345083884704,0.98110571784381,0.010408727303629618,False,0.332848,0.32864885692950574,0.32864885692950574,-0.16702,0.79683,0.9638500000000001,0.98241196893467
246,2,252,0.000820588,0.00417231,0.281708702475418,0.19107859899246918,0.8831838888107926,0.05686819992140981,False,0.0781885,0.02414027287940904,0.02414027287940904,-0.71863,0.64146,1.36009,1.5399850667921056
248,2,275,0.0286725,0.000865877,0.0,0.2670501409890873,0.0,0.18969467515233482,True,-0.113117,-1.0,-inf,-1.0,0.53456,1.53456,
250,2,347,0.00263014,0.00371725,0.18936174648991347,0.17053680579410735,0.8559384967796684,0.0723353124606334,False,-0.0938389,-0.1941427019415966,-0.1941427019415966,-1.0,0.48613,1.48613,1.7362579269320475
251,2,442,0.000275175,0.000111846,0.2435022558418411,0.2656271696572287,0.9792428097399429,0.011009046712859055,False,0.54093,0.5411537853700165,0.5411537853700165,0.11119,1.0,0.88881,0.9076502693300764
252,2,381,0.0441717,0.0226225,0.0,0.0,0.0,0.42776,True,0.205476,-1.0,-inf,-1.0,1.0,2.0,
254,2,282,0.00225597,3.30727e-07,0.21827322295401197,0.478556051266592,0.9441374124986618,0.02104614707568142,False,0.241352,0.2333408781474708,0.2333408781474708,-0.26289,0.71204,0.9749300000000001,1.0326145189182214
256,2,250,0.0477798,2.02266e-08,0.0,0.5733066339088964,0.0,0.12509110673251886,True,0.664613,1.0,inf,0.16712,1.0,0.8328800000000001,
257,2,270,0.0341042,1.23094e-05,0.0,0.40505101983484926,0.0,0.1471425542334284,True,0.192987,1.0,inf,-0.60094,0.86965,1.47059,
258,2,268,0.004818,1.40885e-11,0.17489706086439302,0.6894069089757943,0.8942688238511078,0.029978535220142863,False,0.260835,0.2581510823397482,0.2581510823397482,-0.20083,0.70543,0.9062600000000001,1.0134089166803926
261,2,217,0.000200056,0.0178133,0.3643895522573296,0.01943216417765109,0.35351176824557917,0.15169885419914378,False,0.241704,0.25460296908229385,0.25460296908229385,-0.57636,0.90605,1.48241,4.193382323188157
